epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
192,2395.41,0.4638,0.27952,0.95447,0.99696,1,0.995,0.92795,0.38101,0.24833,0.88806,0.00103657,0.00103657,0.00103657
193,2404.32,0.42277,0.26749,0.95011,0.99613,1,0.995,0.91922,0.3889,0.26769,0.89828,0.00103327,0.00103327,0.00103327
194,2414.73,0.42904,0.25403,0.96712,0.99683,1,0.995,0.93009,0.38754,0.26543,0.88274,0.00102997,0.00102997,0.00102997
195,2425.11,0.44118,0.26108,0.96803,0.99721,1,0.995,0.93939,0.3839,0.24919,0.87653,0.00102667,0.00102667,0.00102667
196,2436.35,0.43683,0.25976,0.95062,0.94151,0.90121,0.97383,0.81145,0.6324,0.49241,1.11655,0.00102337,0.00102337,0.00102337
197,2447.73,0.4285,0.26234,0.95646,0.99047,1,0.995,0.93194,0.38796,0.29875,0.88645,0.00102007,0.00102007,0.00102007
198,2459.8,0.4204,0.26587,0.93706,0.99537,1,0.995,0.93943,0.36064,0.21363,0.86824,0.00101677,0.00101677,0.00101677
199,2468.38,0.40386,0.24934,0.94048,0.99552,1,0.995,0.93917,0.38446,0.21989,0.88704,0.00101347,0.00101347,0.00101347
200,2476.74,0.40974,0.25277,0.92838,0.99158,1,0.995,0.92137,0.40658,0.30685,0.89028,0.00101017,0.00101017,0.00101017
201,2485.04,0.42903,0.26508,0.96223,0.99296,1,0.995,0.92807,0.37806,0.29827,0.88382,0.00100687,0.00100687,0.00100687
202,2493.34,0.43154,0.26478,0.93491,0.99665,1,0.995,0.93905,0.37159,0.20995,0.88126,0.00100357,0.00100357,0.00100357
203,2501.81,0.40618,0.25595,0.92973,0.99694,1,0.995,0.94345,0.36143,0.20243,0.86305,0.00100027,0.00100027,0.00100027
204,2510.61,0.41583,0.25812,0.93497,0.99698,1,0.995,0.94118,0.35124,0.18946,0.85414,0.000996966,0.000996966,0.000996966
205,2519.32,0.41809,0.25331,0.95577,0.99715,1,0.995,0.93338,0.37229,0.21035,0.86783,0.000993665,0.000993665,0.000993665
206,2528.31,0.42536,0.25855,0.93671,0.9963,1,0.995,0.93533,0.38739,0.21012,0.88232,0.000990365,0.000990365,0.000990365
207,2537.62,0.38737,0.25578,0.91576,0.9948,1,0.995,0.92827,0.40371,0.21793,0.89348,0.000987064,0.000987064,0.000987064
208,2547.25,0.43668,0.27469,0.95761,0.995,1,0.995,0.93323,0.39972,0.20035,0.89716,0.000983763,0.000983763,0.000983763
209,2557.93,0.40909,0.25501,0.94229,0.99345,1,0.995,0.93348,0.37209,0.19923,0.88365,0.000980463,0.000980463,0.000980463
210,2569.04,0.42338,0.26778,0.95763,0.99369,1,0.995,0.9294,0.37697,0.22804,0.88561,0.000977162,0.000977162,0.000977162
211,2580.87,0.4352,0.26281,0.97662,0.98317,1,0.995,0.92365,0.40339,0.27275,0.90483,0.000973861,0.000973861,0.000973861
212,2589.95,0.39756,0.24453,0.93566,0.99252,1,0.995,0.93084,0.39586,0.24492,0.90483,0.000970561,0.000970561,0.000970561
213,2598.08,0.43598,0.27605,0.95971,0.99597,1,0.995,0.92765,0.38024,0.19877,0.88874,0.00096726,0.00096726,0.00096726
214,2606.38,0.38545,0.23149,0.92538,0.9965,1,0.995,0.94325,0.38394,0.18855,0.88373,0.000963959,0.000963959,0.000963959
215,2614.74,0.40889,0.2393,0.9226,0.9969,1,0.995,0.93627,0.3683,0.19095,0.87366,0.000960659,0.000960659,0.000960659
216,2622.93,0.38327,0.23268,0.93584,0.99647,1,0.995,0.93707,0.36671,0.19029,0.87094,0.000957358,0.000957358,0.000957358
217,2630.74,0.39409,0.23853,0.93167,0.99608,1,0.995,0.93645,0.3784,0.20769,0.87648,0.000954057,0.000954057,0.000954057
218,2639.07,0.41906,0.26,0.95539,0.99596,1,0.995,0.93871,0.38013,0.20458,0.87389,0.000950757,0.000950757,0.000950757
219,2647.5,0.38235,0.24856,0.92668,0.99608,1,0.995,0.93366,0.37469,0.20088,0.87197,0.000947456,0.000947456,0.000947456
220,2657.19,0.39981,0.24118,0.92815,0.99621,1,0.995,0.9403,0.35405,0.20226,0.86672,0.000944155,0.000944155,0.000944155
221,2666.96,0.38357,0.2427,0.91829,0.99655,1,0.995,0.9427,0.35094,0.2023,0.8638,0.000940855,0.000940855,0.000940855
222,2677.16,0.40737,0.24918,0.92971,0.99668,1,0.995,0.93417,0.37441,0.19581,0.88032,0.000937554,0.000937554,0.000937554
223,2687.56,0.41993,0.25846,0.95302,0.99622,1,0.995,0.93226,0.37457,0.19626,0.88166,0.000934253,0.000934253,0.000934253
224,2698.08,0.39922,0.24282,0.92543,0.99625,1,0.995,0.93649,0.36167,0.19041,0.87724,0.000930953,0.000930953,0.000930953
225,2709.17,0.41869,0.25445,0.95347,0.99669,1,0.995,0.94458,0.34796,0.18962,0.86573,0.000927652,0.000927652,0.000927652
226,2720.8,0.40773,0.24392,0.93565,0.99683,1,0.995,0.94405,0.36473,0.18971,0.86747,0.000924352,0.000924352,0.000924352
227,2729.1,0.39658,0.24243,0.92295,0.99659,1,0.995,0.94933,0.34459,0.18517,0.86482,0.000921051,0.000921051,0.000921051
228,2737.86,0.42278,0.24414,0.93425,0.99669,1,0.995,0.94722,0.3524,0.18345,0.86962,0.00091775,0.00091775,0.00091775
229,2746.7,0.41796,0.25603,0.92776,0.99697,1,0.995,0.94965,0.35743,0.18703,0.86694,0.00091445,0.00091445,0.00091445
230,2755.74,0.3917,0.2352,0.92387,0.99664,1,0.995,0.93601,0.3693,0.18217,0.87356,0.000911149,0.000911149,0.000911149
231,2764.66,0.395,0.24586,0.93993,0.99605,1,0.995,0.9257,0.3836,0.19086,0.88179,0.000907848,0.000907848,0.000907848
232,2773.79,0.37419,0.22651,0.92508,0.99541,1,0.995,0.93567,0.37489,0.1985,0.87754,0.000904548,0.000904548,0.000904548
233,2783.21,0.39802,0.25495,0.94894,0.99547,1,0.995,0.94071,0.36516,0.18685,0.86969,0.000901247,0.000901247,0.000901247
234,2793.87,0.42979,0.25023,0.94603,0.99671,1,0.995,0.93922,0.36817,0.18195,0.87702,0.000897946,0.000897946,0.000897946
235,2804.93,0.41738,0.25469,0.9423,0.99697,1,0.995,0.93585,0.37434,0.18559,0.88127,0.000894646,0.000894646,0.000894646
236,2815.94,0.40882,0.23986,0.94079,0.99659,1,0.995,0.94941,0.36639,0.19083,0.873,0.000891345,0.000891345,0.000891345
237,2827.55,0.39198,0.24092,0.92901,0.99649,1,0.995,0.94702,0.36258,0.20212,0.87137,0.000888044,0.000888044,0.000888044
238,2839.46,0.41313,0.25298,0.94473,0.99618,1,0.995,0.94173,0.3556,0.1958,0.86952,0.000884744,0.000884744,0.000884744
239,2851.87,0.41418,0.25599,0.93161,0.99585,1,0.995,0.94255,0.35825,0.20837,0.86779,0.000881443,0.000881443,0.000881443
240,2860.23,0.38249,0.23452,0.93271,0.99588,1,0.995,0.91694,0.37644,0.20928,0.8762,0.000878142,0.000878142,0.000878142
241,2868.64,0.41269,0.25633,0.94178,0.99629,1,0.995,0.92066,0.38528,0.19705,0.88288,0.000874842,0.000874842,0.000874842
242,2877.44,0.39888,0.24556,0.9398,0.9967,1,0.995,0.93532,0.38263,0.20263,0.87643,0.000871541,0.000871541,0.000871541
243,2886.12,0.41008,0.23623,0.94643,0.9965,1,0.995,0.94146,0.37926,0.19489,0.87049,0.00086824,0.00086824,0.00086824
244,2895.08,0.40132,0.24832,0.94349,0.99569,1,0.995,0.93579,0.37169,0.19655,0.86651,0.00086494,0.00086494,0.00086494
245,2904.37,0.40497,0.24725,0.92159,0.99564,1,0.995,0.93107,0.37935,0.20406,0.8679,0.000861639,0.000861639,0.000861639
246,2913.98,0.41232,0.24305,0.93474,0.996,1,0.995,0.95282,0.3516,0.18953,0.86287,0.000858338,0.000858338,0.000858338
247,2924.84,0.40507,0.24019,0.93655,0.99665,1,0.995,0.96422,0.34249,0.18611,0.85914,0.000855038,0.000855038,0.000855038
248,2936,0.39576,0.25031,0.93541,0.9989,1,0.995,0.96842,0.34311,0.19103,0.86105,0.000851737,0.000851737,0.000851737
249,2947.58,0.39282,0.25098,0.93856,0.99889,1,0.995,0.94881,0.3459,0.19945,0.86264,0.000848436,0.000848436,0.000848436
250,2959.33,0.39134,0.23823,0.92665,0.99887,1,0.995,0.94983,0.34128,0.18761,0.85418,0.000845136,0.000845136,0.000845136
251,2971.45,0.39584,0.24538,0.94221,0.99622,1,0.995,0.94816,0.35387,0.19876,0.86244,0.000841835,0.000841835,0.000841835
252,2984.25,0.37313,0.23809,0.94159,0.99706,1,0.995,0.93746,0.36339,0.19245,0.86679,0.000838534,0.000838534,0.000838534
253,2992.61,0.38014,0.22403,0.93233,0.99703,1,0.995,0.9392,0.36777,0.1783,0.8696,0.000835234,0.000835234,0.000835234
254,3000.74,0.39072,0.22859,0.92439,0.99648,1,0.995,0.94255,0.36198,0.18708,0.86982,0.000831933,0.000831933,0.000831933
255,3008.99,0.39705,0.23947,0.92018,0.99606,1,0.995,0.93363,0.36765,0.19037,0.86613,0.000828632,0.000828632,0.000828632
256,3017.08,0.40083,0.24116,0.95144,0.99636,1,0.995,0.93388,0.3638,0.1753,0.86245,0.000825332,0.000825332,0.000825332
257,3026.18,0.3981,0.23213,0.92477,0.99655,1,0.995,0.94819,0.35408,0.17816,0.86609,0.000822031,0.000822031,0.000822031
258,3035.28,0.40714,0.23578,0.93124,0.99712,1,0.995,0.94515,0.35646,0.17719,0.86523,0.00081873,0.00081873,0.00081873
259,3044.51,0.38244,0.22572,0.926,0.99721,1,0.995,0.94725,0.35727,0.18067,0.8609,0.00081543,0.00081543,0.00081543
260,3054.62,0.38852,0.22987,0.9324,0.99707,1,0.995,0.94469,0.37287,0.20077,0.86913,0.000812129,0.000812129,0.000812129
261,3064.99,0.38718,0.23625,0.92704,0.99703,1,0.995,0.94762,0.37324,0.19712,0.87232,0.000808828,0.000808828,0.000808828
262,3075.34,0.40506,0.23698,0.94124,0.99699,1,0.995,0.93766,0.36772,0.19333,0.87509,0.000805528,0.000805528,0.000805528
263,3086.55,0.37206,0.22137,0.92129,0.99719,1,0.995,0.94107,0.37296,0.19193,0.87716,0.000802227,0.000802227,0.000802227
264,3097.72,0.37333,0.23117,0.93272,0.99702,1,0.995,0.92633,0.39536,0.18904,0.88693,0.000798926,0.000798926,0.000798926
265,3108.87,0.37497,0.23827,0.93226,0.99701,1,0.995,0.91492,0.38163,0.19388,0.88166,0.000795626,0.000795626,0.000795626
266,3117.33,0.39266,0.2345,0.93007,0.9969,1,0.995,0.93899,0.35549,0.18282,0.86735,0.000792325,0.000792325,0.000792325
267,3125.92,0.37061,0.2277,0.91953,0.99659,1,0.995,0.94845,0.34897,0.18015,0.86778,0.000789024,0.000789024,0.000789024
268,3135.09,0.36453,0.22635,0.91115,0.99666,1,0.995,0.93994,0.3804,0.19412,0.89391,0.000785724,0.000785724,0.000785724
269,3144.19,0.38562,0.24155,0.93492,0.99676,1,0.995,0.93304,0.39382,0.21235,0.90181,0.000782423,0.000782423,0.000782423
270,3154.83,0.37162,0.22848,0.91581,0.99888,1,0.995,0.94543,0.37026,0.20499,0.87765,0.000779122,0.000779122,0.000779122
271,3165.4,0.40743,0.23959,0.94035,0.99887,1,0.995,0.94829,0.37781,0.212,0.87514,0.000775822,0.000775822,0.000775822
272,3176,0.40243,0.23933,0.93428,0.99639,1,0.995,0.93714,0.37584,0.20079,0.87102,0.000772521,0.000772521,0.000772521
273,3186.72,0.36433,0.21562,0.92026,0.99629,1,0.995,0.9371,0.36753,0.18925,0.87299,0.00076922,0.00076922,0.00076922
274,3198.47,0.37128,0.23462,0.93532,0.99659,1,0.995,0.94407,0.37238,0.17983,0.87613,0.00076592,0.00076592,0.00076592
275,3209.98,0.40095,0.23495,0.93137,0.99696,1,0.995,0.94713,0.37573,0.19428,0.87771,0.000762619,0.000762619,0.000762619
276,3221.82,0.375,0.22363,0.93095,0.9972,1,0.995,0.94205,0.36739,0.1955,0.8757,0.000759318,0.000759318,0.000759318
277,3234.06,0.3488,0.21741,0.91129,0.99891,1,0.995,0.9386,0.37601,0.19535,0.87926,0.000756018,0.000756018,0.000756018
278,3242.34,0.37527,0.23093,0.91532,0.99678,1,0.995,0.94902,0.3659,0.18809,0.87256,0.000752717,0.000752717,0.000752717
279,3250.76,0.41031,0.25216,0.93367,0.9968,1,0.995,0.9481,0.36402,0.18872,0.87264,0.000749417,0.000749417,0.000749417
280,3259.3,0.37372,0.22793,0.90775,0.99712,1,0.995,0.94038,0.37003,0.18816,0.87692,0.000746116,0.000746116,0.000746116
281,3267.92,0.37482,0.23069,0.93359,0.99672,1,0.995,0.94123,0.36877,0.19147,0.87653,0.000742815,0.000742815,0.000742815
282,3277.23,0.37043,0.21461,0.92658,0.99686,1,0.995,0.94206,0.36574,0.18524,0.86665,0.000739515,0.000739515,0.000739515
283,3286.53,0.38186,0.23224,0.93193,0.99654,1,0.995,0.93718,0.39001,0.20713,0.87474,0.000736214,0.000736214,0.000736214
284,3296.97,0.3896,0.22568,0.93947,0.99609,1,0.995,0.92939,0.38139,0.20747,0.87195,0.000732913,0.000732913,0.000732913
285,3307.72,0.3618,0.22727,0.94137,0.99611,1,0.995,0.94711,0.36531,0.18333,0.86831,0.000729613,0.000729613,0.000729613
286,3318.79,0.35029,0.21807,0.92587,0.9964,1,0.995,0.95877,0.35617,0.17414,0.8656,0.000726312,0.000726312,0.000726312
287,3330.38,0.35824,0.22675,0.90752,0.99623,1,0.995,0.95836,0.35615,0.17475,0.86417,0.000723011,0.000723011,0.000723011
288,3342.26,0.38866,0.23409,0.94366,0.99633,1,0.995,0.94673,0.36018,0.18334,0.86563,0.000719711,0.000719711,0.000719711
289,3354.17,0.36726,0.228,0.93136,0.9964,1,0.995,0.94957,0.36345,0.19516,0.8688,0.00071641,0.00071641,0.00071641
290,3366.73,0.38498,0.24094,0.93219,0.99673,1,0.995,0.95552,0.36666,0.18461,0.86825,0.000713109,0.000713109,0.000713109
291,3375.06,0.36545,0.22316,0.91695,0.99714,1,0.995,0.95469,0.36251,0.18042,0.86852,0.000709809,0.000709809,0.000709809
292,3383.22,0.36564,0.22243,0.91578,0.99693,1,0.995,0.94941,0.35782,0.18464,0.86074,0.000706508,0.000706508,0.000706508
293,3391.33,0.37675,0.2202,0.93883,0.99702,1,0.995,0.94709,0.36261,0.18295,0.86441,0.000703207,0.000703207,0.000703207
294,3400.12,0.33856,0.21052,0.90623,0.99687,1,0.995,0.93713,0.36857,0.19204,0.8697,0.000699907,0.000699907,0.000699907
295,3408.82,0.37537,0.22202,0.9297,0.99697,1,0.995,0.94146,0.36597,0.19689,0.86921,0.000696606,0.000696606,0.000696606
296,3417.68,0.37098,0.21956,0.92248,0.99708,1,0.995,0.95233,0.36853,0.19076,0.869,0.000693305,0.000693305,0.000693305
297,3427.85,0.39475,0.2259,0.94676,0.99688,1,0.995,0.94951,0.36866,0.18462,0.86691,0.000690005,0.000690005,0.000690005
298,3438.45,0.36379,0.23147,0.90878,0.99678,1,0.995,0.94981,0.36093,0.18283,0.86536,0.000686704,0.000686704,0.000686704
299,3449.56,0.36126,0.22063,0.93635,0.99681,1,0.995,0.94566,0.36362,0.1898,0.86629,0.000683403,0.000683403,0.000683403
300,3460.88,0.37545,0.21902,0.94094,0.99621,1,0.995,0.93376,0.36971,0.18425,0.86897,0.000680103,0.000680103,0.000680103
301,3472.43,0.35853,0.22351,0.91821,0.99588,1,0.995,0.9339,0.37164,0.17825,0.87104,0.000676802,0.000676802,0.000676802
302,3484.12,0.3501,0.22008,0.91092,0.99606,1,0.995,0.93043,0.38097,0.1871,0.8764,0.000673501,0.000673501,0.000673501
303,3496.39,0.36776,0.22718,0.90303,0.9963,1,0.995,0.93016,0.37257,0.18133,0.87572,0.000670201,0.000670201,0.000670201
304,3505.22,0.37435,0.2337,0.91584,0.99614,1,0.995,0.94284,0.36262,0.17326,0.86985,0.0006669,0.0006669,0.0006669
305,3513.85,0.35345,0.21791,0.91801,0.99605,1,0.995,0.9382,0.35443,0.16872,0.86474,0.000663599,0.000663599,0.000663599
306,3522.59,0.36578,0.22522,0.94184,0.99647,1,0.995,0.94237,0.35303,0.16963,0.86206,0.000660299,0.000660299,0.000660299
307,3531.4,0.36734,0.22575,0.92383,0.99679,1,0.995,0.94306,0.3552,0.16715,0.86166,0.000656998,0.000656998,0.000656998
308,3540.53,0.37068,0.21745,0.91772,0.99672,1,0.995,0.94117,0.35112,0.1769,0.85674,0.000653697,0.000653697,0.000653697
309,3549.68,0.33501,0.21971,0.91055,0.99672,1,0.995,0.94213,0.35299,0.17665,0.85949,0.000650397,0.000650397,0.000650397
310,3559.12,0.38303,0.21621,0.91287,0.99662,1,0.995,0.94978,0.35254,0.1755,0.86037,0.000647096,0.000647096,0.000647096
311,3568.75,0.37078,0.22946,0.93129,0.99693,1,0.995,0.95377,0.35343,0.17723,0.86697,0.000643795,0.000643795,0.000643795
312,3578.69,0.36479,0.2272,0.90777,0.99704,1,0.995,0.95122,0.34871,0.17399,0.86051,0.000640495,0.000640495,0.000640495
313,3588.78,0.36524,0.21045,0.91349,0.9968,1,0.995,0.9469,0.34791,0.16803,0.85823,0.000637194,0.000637194,0.000637194
314,3600.11,0.37658,0.21624,0.93665,0.99664,1,0.995,0.95585,0.35088,0.16092,0.86344,0.000633893,0.000633893,0.000633893
315,3611.56,0.35817,0.20773,0.91634,0.9967,1,0.995,0.95921,0.35755,0.17415,0.87072,0.000630593,0.000630593,0.000630593
316,3623.7,0.34027,0.21531,0.91197,0.99679,1,0.995,0.95125,0.35527,0.16932,0.868,0.000627292,0.000627292,0.000627292
317,3632.71,0.36481,0.21452,0.93283,0.99705,1,0.995,0.94768,0.36228,0.16445,0.8684,0.000623991,0.000623991,0.000623991
318,3641.75,0.3431,0.2063,0.90794,0.9971,1,0.995,0.94186,0.36825,0.17399,0.87122,0.000620691,0.000620691,0.000620691
319,3650.91,0.34992,0.21435,0.90565,0.99722,1,0.995,0.93669,0.36603,0.18901,0.86762,0.00061739,0.00061739,0.00061739
320,3659.97,0.33339,0.19951,0.89385,0.99724,1,0.995,0.94747,0.35772,0.18207,0.86292,0.000614089,0.000614089,0.000614089
321,3669.26,0.33951,0.22008,0.92297,0.99732,1,0.995,0.94324,0.36985,0.17862,0.87113,0.000610789,0.000610789,0.000610789
322,3678.76,0.35845,0.20449,0.91882,0.99724,1,0.995,0.94648,0.36347,0.17579,0.87416,0.000607488,0.000607488,0.000607488
323,3688.38,0.3587,0.21764,0.91895,0.99719,1,0.995,0.94432,0.36305,0.17397,0.87711,0.000604187,0.000604187,0.000604187
324,3698.33,0.36247,0.21405,0.91059,0.99891,1,0.995,0.95457,0.36553,0.17601,0.87527,0.000600887,0.000600887,0.000600887
325,3709.27,0.3462,0.20869,0.9036,0.9989,1,0.995,0.95344,0.35965,0.17867,0.86939,0.000597586,0.000597586,0.000597586
326,3720.59,0.36255,0.22991,0.91787,0.99708,1,0.995,0.95102,0.35129,0.17904,0.86885,0.000594286,0.000594286,0.000594286
327,3732.33,0.34004,0.21241,0.9177,0.99702,1,0.995,0.95581,0.35435,0.1849,0.8732,0.000590985,0.000590985,0.000590985
328,3743.97,0.36746,0.22084,0.90637,0.99655,1,0.995,0.94308,0.35724,0.17877,0.86936,0.000587684,0.000587684,0.000587684
329,3755.85,0.33985,0.20279,0.91016,0.9965,1,0.995,0.94451,0.35367,0.17523,0.86633,0.000584384,0.000584384,0.000584384
330,3764.64,0.3526,0.21021,0.92473,0.99888,1,0.995,0.95174,0.34873,0.17201,0.87008,0.000581083,0.000581083,0.000581083
331,3772.87,0.35409,0.2101,0.91618,0.99653,1,0.995,0.94399,0.34726,0.1671,0.87087,0.000577782,0.000577782,0.000577782
332,3781.41,0.34665,0.20398,0.92297,0.99695,1,0.995,0.94529,0.35419,0.16304,0.86907,0.000574482,0.000574482,0.000574482
333,3790.25,0.34645,0.21319,0.90833,0.99695,1,0.995,0.94301,0.35813,0.1698,0.86772,0.000571181,0.000571181,0.000571181
334,3799.33,0.34136,0.20952,0.92331,0.99724,1,0.995,0.92729,0.3715,0.17375,0.87238,0.00056788,0.00056788,0.00056788
335,3808.39,0.36298,0.21511,0.9154,0.99707,1,0.995,0.93763,0.38233,0.16794,0.87784,0.00056458,0.00056458,0.00056458
336,3818.92,0.36278,0.20692,0.92585,0.99641,1,0.995,0.93268,0.38711,0.17643,0.88235,0.000561279,0.000561279,0.000561279
337,3830.17,0.34904,0.22235,0.93174,0.9964,1,0.995,0.93764,0.36988,0.16648,0.87204,0.000557978,0.000557978,0.000557978
338,3841.48,0.34376,0.20456,0.90964,0.99704,1,0.995,0.94683,0.35595,0.16615,0.86801,0.000554678,0.000554678,0.000554678
339,3853.52,0.3588,0.21209,0.9139,0.99892,1,0.995,0.94312,0.36154,0.16754,0.87214,0.000551377,0.000551377,0.000551377
340,3865.73,0.34776,0.20708,0.90473,0.99819,1,0.995,0.93809,0.36621,0.17083,0.87728,0.000548076,0.000548076,0.000548076
341,3878.27,0.3377,0.19996,0.91282,1,1,0.995,0.94534,0.36187,0.16717,0.87449,0.000544776,0.000544776,0.000544776
342,3888.22,0.33627,0.21273,0.91614,0.9989,1,0.995,0.94497,0.3573,0.16617,0.86781,0.000541475,0.000541475,0.000541475
343,3897.37,0.35594,0.2091,0.90516,0.99889,1,0.995,0.9412,0.35851,0.16746,0.86686,0.000538174,0.000538174,0.000538174
344,3906.83,0.37401,0.21336,0.92917,0.9989,1,0.995,0.94124,0.36449,0.16786,0.87091,0.000534874,0.000534874,0.000534874
345,3916.72,0.33947,0.20956,0.90226,0.9988,1,0.995,0.94723,0.36193,0.1614,0.87174,0.000531573,0.000531573,0.000531573
346,3926.84,0.34332,0.2133,0.92054,0.99889,1,0.995,0.94246,0.36471,0.16227,0.87229,0.000528272,0.000528272,0.000528272
347,3937.95,0.36339,0.21683,0.91407,0.9964,1,0.995,0.93743,0.36692,0.16602,0.87223,0.000524972,0.000524972,0.000524972
348,3949.4,0.3614,0.21142,0.90762,0.99889,1,0.995,0.94664,0.36225,0.17271,0.87015,0.000521671,0.000521671,0.000521671
